,frame.time_epoch,action_code,frame.len_per_sec,camera,instance_ID
213,1724343833,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
214,1724343834,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
215,1724343835,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
216,1724343836,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
217,1724343837,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
218,1724343838,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
219,1724343839,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
220,1724343840,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
221,1724343841,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
222,1724343842,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
223,1724343843,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
224,1724343844,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
225,1724343845,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
226,1724343846,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
227,1724343847,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
228,1724343848,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
229,1724343849,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
230,1724343850,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
231,1724343851,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
232,1724343852,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
233,1724343853,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
234,1724343854,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
235,1724343855,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
236,1724343856,3,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
237,1724343857,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
238,1724343858,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
239,1724343859,0,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
240,1724343860,4,0.0,"galayou, enter frame 10 secs, re-enter for 30 secs, wait 15 secs between",QB6AjsnSeTF6LtjKKHKgKD
241,1725467406,1,0.0,"galayou7, enter 10 ",JLJ95GACVNpsv6S2GWkAAH
242,1725467407,0,0.0,"galayou7, enter 10 ",JLJ95GACVNpsv6S2GWkAAH
243,1725467408,0,0.0,"galayou7, enter 10 ",JLJ95GACVNpsv6S2GWkAAH
